id,original_ARES_pred,lociparse_ARES_pred,original_LOCIPARSE_pred_lDDT,lociparse_LOCIPARSE_pred_lDDT,lociparse_trained_RNAQuANet_pred,original_trained_RNAQuANet_less_features_pred,lociparse_trained_RNAQuANet_contrastive_pred,lociparse_trained_RNAQuANet_contrastive_learned_less_features_pred,lociparse_trained_RNAQuANet_less_features_pred,RMSD,length,Lab,PZ,original_LOCIPARSE_pred_lDDT_rev,lociparse_LOCIPARSE_pred_lDDT_rev
PZ20_RNAComposer_3.pdb,12.2124596,5.1167636,0.64,0.56,2.7344136238098145,15.231192588806152,2.8265221118927,3.273454666137696,3.660316228866577,3.7851836681365967,18,RNAComposer,20,0.36,0.4399999999999999
PZ20_RNAComposer_4.pdb,11.9389668,3.7548094,0.65,0.67,3.0111992359161377,14.97967529296875,3.4090373516082764,4.165574073791504,4.469905853271484,4.0502753257751465,18,RNAComposer,20,0.35,0.3299999999999999
PZ20_RNAComposer_5.pdb,12.0619221,3.48575,0.68,0.65,4.167954921722412,14.548922538757324,4.515329837799072,3.9653687477111816,4.813896179199219,5.588331699371338,18,RNAComposer,20,0.3199999999999999,0.35
PZ20_Xiao3_1.pdb,12.1376343,6.2221251,0.65,0.6,2.874790906906128,14.623367309570312,2.61377501487732,2.805189609527588,3.095250606536865,10.17311954498291,18,Xiao3,20,0.35,0.4
PZ20_Xiao3_2.pdb,12.4011116,5.4710989,0.64,0.6,1.915000319480896,11.430962562561035,2.2993412017822266,4.213451385498047,2.582125902175904,4.519199848175049,18,Xiao3,20,0.36,0.4
PZ20_Xiao3_3.pdb,12.7657604,4.3798804,0.73,0.65,2.2886197566986084,11.940760612487791,2.2581944465637207,3.4140329360961914,2.6173295974731445,6.879967212677002,18,Xiao3,20,0.27,0.35
PZ20_Xiao3_4.pdb,13.1169739,5.6834574,0.67,0.64,2.3937368392944336,15.076007843017578,2.2412595748901367,5.185389995574951,3.60827374458313,7.854305267333984,18,Xiao3,20,0.3299999999999999,0.36
PZ20_Xiao3_5.pdb,12.5171814,2.6835616,0.7,0.7,2.76002049446106,13.0075101852417,2.3141307830810547,2.988039493560791,3.3333442211151123,4.0904459953308105,18,Xiao3,20,0.3,0.3
PZ20_simRNA_1.pdb,10.8507214,5.1490855,0.7,0.69,4.985453605651856,5.473094940185547,5.57729434967041,7.829530715942383,5.639108657836914,9.581161499023438,18,simRNA,20,0.3,0.31
PZ20_simRNA_2.pdb,12.5746098,4.066524,0.67,0.63,4.044033527374268,5.251438140869141,3.990484952926636,4.4059648513793945,4.1280436515808105,7.467488288879394,18,simRNA,20,0.3299999999999999,0.37
PZ20_simRNA_3.pdb,13.0762386,34.569603,0.49,0.55,10.20169448852539,5.655032157897949,7.653234004974365,7.392163276672363,6.627840995788574,12.64726734161377,18,simRNA,20,0.51,0.4499999999999999
PZ20_simRNA_4.pdb,12.966116,6.4980521,0.67,0.49,4.286739349365234,5.291359901428223,4.334110260009766,8.410066604614258,5.278109550476074,7.732153415679932,18,simRNA,20,0.3299999999999999,0.51
PZ20_simRNA_5.pdb,8.2549648,5.1912694,0.58,0.61,4.874634742736816,6.1125993728637695,3.5994861125946045,4.704191207885742,7.041070938110352,16.27822494506836,18,simRNA,20,0.42,0.39
PZ21_3dRNA_1.pdb,11.0369625,5.6673441,0.55,0.58,3.888538599014282,10.58997631072998,3.785641431808472,2.805276870727539,3.9222939014434814,12.081721305847168,41,3dRNA,21,0.4499999999999999,0.42
PZ21_3dRNA_2.pdb,11.3495827,6.9266024,0.49,0.48,2.5146610736846924,10.770840644836426,2.586741209030152,2.1205837726593018,2.1100516319274902,12.393887519836426,41,3dRNA,21,0.51,0.52
PZ21_3dRNA_3.pdb,10.4600315,4.5364475,0.51,0.5,2.224541425704956,10.5852632522583,2.257709503173828,2.2096941471099854,3.3062736988067627,12.295331954956056,41,3dRNA,21,0.49,0.5
PZ21_3dRNA_4.pdb,8.4183235,3.3352427,0.62,0.57,2.0196962356567383,12.34216594696045,1.9344680309295648,2.477675437927246,5.535771369934082,17.974163055419922,41,3dRNA,21,0.38,0.43
PZ21_3dRNA_5.pdb,7.5849752,5.2427773,0.66,0.64,2.1696126461029053,11.862736701965332,2.2587685585021973,2.544008255004883,4.856062889099121,17.381685256958008,41,3dRNA,21,0.3399999999999999,0.36
PZ21_Adamiak_1.pdb,8.3803177,3.3429689,0.64,0.64,4.214405536651611,14.382295608520508,4.162773609161377,3.508958101272583,5.100268363952637,4.79633092880249,41,Adamiak,21,0.36,0.36
PZ21_Adamiak_2.pdb,8.6242046,3.2714093,0.63,0.64,4.1485137939453125,12.17860507965088,4.10386848449707,3.646108865737915,4.27976655960083,4.801299571990967,41,Adamiak,21,0.37,0.36
PZ21_Adamiak_3.pdb,8.8413811,3.5796146,0.68,0.65,4.1167426109313965,4.48619270324707,4.1954755783081055,3.8835043907165527,3.801503896713257,4.743846416473389,41,Adamiak,21,0.3199999999999999,0.35
PZ21_Adamiak_4.pdb,8.5154076,3.0882347,0.68,0.67,3.891608953475952,4.485595703125,4.137209892272949,4.016290664672852,3.9820573329925537,4.729156970977783,41,Adamiak,21,0.3199999999999999,0.3299999999999999
PZ21_Adamiak_5.pdb,9.0401344,4.0664287,0.62,0.63,4.379026889801025,13.305230140686035,3.995384931564331,3.4747467041015625,4.485060691833496,5.694915771484375,41,Adamiak,21,0.38,0.37
PZ21_Bujnicki_1.pdb,7.420516,3.8157384,0.58,0.53,2.6443030834198,14.653979301452637,1.7179067134857178,2.6885037422180176,1.175410509109497,6.868597984313965,41,Bujnicki,21,0.42,0.47
PZ21_Bujnicki_2.pdb,7.2225971,5.0506854,0.61,0.58,3.72409987449646,6.827892303466797,3.2079546451568604,4.458003997802734,4.608442783355713,8.994437217712402,41,Bujnicki,21,0.39,0.42
PZ21_Bujnicki_3.pdb,7.1766605,5.209394,0.62,0.58,2.9831197261810303,13.998066902160645,1.9936835765838623,2.844232082366944,1.1890172958374023,12.108298301696776,41,Bujnicki,21,0.38,0.42
PZ21_Bujnicki_4.pdb,7.2284269,3.6672556,0.59,0.6,4.226645469665527,14.59087085723877,6.616248607635498,3.3366851806640625,1.4767452478408811,6.548629283905029,41,Bujnicki,21,0.41,0.4
PZ21_Bujnicki_5.pdb,9.5959263,6.0127497,0.64,0.59,5.380777359008789,13.65368366241455,2.256875514984131,8.01881217956543,2.816438913345337,21.517885208129883,41,Bujnicki,21,0.36,0.41
PZ21_ChenHighLig_1.pdb,7.332859,4.1340623,0.6,0.62,2.9297292232513428,5.41547966003418,3.2521140575408936,3.605692863464356,3.0094921588897705,4.145744800567627,41,ChenHighLig,21,0.4,0.38
PZ21_ChenHighLig_2.pdb,6.9485197,3.1618087,0.57,0.6,3.466726064682007,6.046399116516113,3.394080638885498,3.5213303565979004,3.1001877784729004,3.830599546432495,41,ChenHighLig,21,0.43,0.4
PZ21_ChenHighLig_3.pdb,7.9206104,4.4869518,0.57,0.59,3.853029489517212,6.525173187255859,3.3328945636749268,3.2049477100372314,2.7141201496124268,5.104803085327148,41,ChenHighLig,21,0.43,0.41
PZ21_ChenHighLig_4.pdb,8.4527836,3.2875588,0.58,0.62,3.9201385974884033,6.818019866943359,3.699020624160767,3.155515193939209,2.9155447483062744,4.821233749389648,41,ChenHighLig,21,0.42,0.38
PZ21_ChenHighLig_5.pdb,7.6979418,4.123621,0.58,0.57,4.166936874389648,14.0700101852417,4.5084614753723145,3.016279458999634,3.701689958572388,7.238859176635742,41,ChenHighLig,21,0.42,0.43
PZ21_ChenLowLig_1.pdb,7.3325696,4.1294975,0.6,0.62,2.9248948097229004,5.404555320739746,3.236830472946167,3.599869966506958,3.0051076412200928,4.145754814147949,41,ChenLowLig,21,0.4,0.38
PZ21_ChenLowLig_2.pdb,6.962121,3.1595244,0.57,0.6,3.4767773151397705,6.102190017700195,3.3964288234710693,3.529526710510254,3.103128433227539,3.8306052684783936,41,ChenLowLig,21,0.43,0.4
PZ21_ChenLowLig_3.pdb,7.906888,4.4812918,0.57,0.59,3.855744600296021,6.087382316589356,3.3334667682647705,3.2024197578430176,2.716888427734375,5.104811668395996,41,ChenLowLig,21,0.43,0.41
PZ21_ChenLowLig_4.pdb,8.4556618,3.2782288,0.58,0.62,3.923865795135498,6.764739990234375,3.686424016952514,3.1673569679260254,2.9165589809417725,4.821216583251953,41,ChenLowLig,21,0.42,0.38
PZ21_ChenLowLig_5.pdb,7.695581,4.1390171,0.58,0.57,4.171477317810059,13.921650886535645,4.519063472747803,3.0170834064483643,3.700439214706421,7.238821029663086,41,ChenLowLig,21,0.42,0.43
PZ21_DasLORES_1.pdb,7.735672,2.7985168,0.67,0.67,1.9289631843566888,4.014737129211426,1.7976818084716797,1.5575459003448486,1.9288909435272217,3.934585571289064,41,DasLORES,21,0.3299999999999999,0.3299999999999999
PZ21_DasLORES_2.pdb,7.7522283,2.9686046,0.64,0.64,1.7143325805664062,4.811093807220459,2.324732542037964,2.047745704650879,1.3983174562454224,4.140046119689941,41,DasLORES,21,0.36,0.36
PZ21_DasLORES_3.pdb,7.8951349,2.9155011,0.77,0.67,2.016952991485596,3.731333494186402,2.0154051780700684,1.555082082748413,0.9569875597953796,14.529234886169434,41,DasLORES,21,0.2299999999999999,0.3299999999999999
PZ21_DasLORES_4.pdb,8.338892,4.1521635,0.58,0.6,1.636480689048767,4.505095481872559,1.5380022525787354,1.5819649696350098,1.034152626991272,6.397213459014893,41,DasLORES,21,0.42,0.4
PZ21_DasLORES_5.pdb,8.3405933,4.4034066,0.63,0.61,1.721243381500244,5.855952262878418,2.147641897201538,1.87713623046875,1.3757388591766355,9.045586585998535,41,DasLORES,21,0.37,0.39
PZ21_Das_1.pdb,7.0972486,3.133786,0.62,0.61,2.281207799911499,6.08592700958252,1.7933502197265625,1.858871936798096,1.196069359779358,5.511964797973633,41,Das,21,0.38,0.39
PZ21_Das_2.pdb,7.3678184,3.3348308,0.58,0.61,1.75190007686615,5.172000885009766,1.7909021377563477,1.2937382459640503,1.305155634880066,5.352163791656494,41,Das,21,0.42,0.39
PZ21_Das_3.pdb,6.723691,3.7221525,0.67,0.63,2.00508713722229,5.814646720886231,2.193129062652588,1.984979271888733,1.4920532703399658,4.88893985748291,41,Das,21,0.3299999999999999,0.37
PZ21_Das_4.pdb,7.5478282,3.0262845,0.61,0.64,2.0043978691101074,5.163395881652832,1.742314338684082,1.8131909370422363,1.4760420322418213,5.510721206665039,41,Das,21,0.39,0.36
PZ21_Das_5.pdb,6.9969416,3.0147409,0.65,0.61,2.41343092918396,6.393991470336914,2.821819305419922,2.0264317989349365,1.8086086511611936,6.098279476165772,41,Das,21,0.35,0.39
PZ21_RNAComposer_1.pdb,8.8551693,3.1398485,0.72,0.71,3.475061655044556,15.062098503112791,3.2435905933380127,3.2192811965942383,3.866122484207153,14.650506973266602,41,RNAComposer,21,0.28,0.29
PZ21_RNAComposer_2.pdb,8.9871063,3.1957965,0.69,0.67,3.220356702804565,13.299715042114258,2.649205207824707,4.136640548706055,3.9814107418060303,18.09168243408203,41,RNAComposer,21,0.31,0.3299999999999999
PZ21_RNAComposer_3.pdb,9.9117451,11.5169239,0.55,0.56,3.448199987411499,5.847020149230957,3.194722890853882,3.3456332683563232,3.3504674434661865,12.232904434204102,41,RNAComposer,21,0.4499999999999999,0.4399999999999999
PZ21_RNAComposer_4.pdb,9.5908279,9.9939814,0.54,0.55,3.489387989044189,8.257830619812012,3.4997525215148926,4.167259216308594,4.450140953063965,13.027165412902832,41,RNAComposer,21,0.4599999999999999,0.4499999999999999
PZ21_RNAComposer_5.pdb,8.3483696,2.9308288,0.7,0.67,3.182262420654297,11.418919563293455,2.540761709213257,3.9680795669555664,3.108034133911133,16.879619598388672,41,RNAComposer,21,0.3,0.3299999999999999
PZ21_RW3D_1.pdb,6.1051774,2.7866039,0.75,0.74,1.7640632390975952,6.882480621337891,1.4583244323730469,1.515939712524414,1.1932814121246338,17.79753303527832,41,RW3D,21,0.25,0.26
PZ21_RW3D_10.pdb,7.1886377,4.3576932,0.72,0.71,1.4849528074264526,7.461758613586426,1.1511614322662354,1.5538285970687866,1.213841199874878,16.13890266418457,41,RW3D,21,0.28,0.29
PZ21_RW3D_2.pdb,6.1296549,3.2220564,0.78,0.76,1.621653437614441,6.718765258789063,1.3947458267211914,1.3710002899169922,1.1663624048233032,15.976370811462402,41,RW3D,21,0.2199999999999999,0.24
PZ21_RW3D_3.pdb,6.2152638,3.789465,0.73,0.73,1.5932759046554563,5.851763725280762,1.083943009376526,1.5300424098968506,1.163596749305725,17.680564880371094,41,RW3D,21,0.27,0.27
PZ21_RW3D_4.pdb,5.8035722,3.0880194,0.74,0.73,1.4712668657302856,6.700436592102051,1.281684160232544,1.7243130207061768,1.5226951837539673,18.083860397338867,41,RW3D,21,0.26,0.27
PZ21_RW3D_5.pdb,6.4778147,6.0371227,0.72,0.74,2.1566288471221924,6.339632987976074,2.145972490310669,1.6735399961471558,1.901776432991028,17.987531661987305,41,RW3D,21,0.28,0.26
PZ21_RW3D_6.pdb,7.2628794,2.9968023,0.76,0.75,1.4595484733581543,6.161279678344727,1.3829755783081057,1.5697672367095947,1.71944260597229,16.890151977539062,41,RW3D,21,0.24,0.25
PZ21_RW3D_7.pdb,5.7489309,3.2675962,0.77,0.77,1.7123918533325195,6.524065971374512,1.2809736728668213,1.5912399291992188,1.1500163078308103,17.93069076538086,41,RW3D,21,0.2299999999999999,0.2299999999999999
PZ21_RW3D_8.pdb,6.4919724,4.4162316,0.76,0.77,1.483502745628357,6.585903167724609,1.2249866724014282,1.4349969625473022,1.094933032989502,17.53288459777832,41,RW3D,21,0.24,0.2299999999999999
PZ21_RW3D_9.pdb,6.3293715,2.855989,0.77,0.74,1.551105260848999,4.994692802429199,1.009976148605347,1.4043748378753662,1.0315279960632324,17.901914596557617,41,RW3D,21,0.2299999999999999,0.26
PZ21_Sanbonmatsu_1.pdb,9.2286987,6.6805453,0.56,0.59,2.878357648849488,8.361820220947266,2.773416519165039,2.4568676948547363,2.237863063812256,14.599394798278809,41,Sanbonmatsu,21,0.4399999999999999,0.41
PZ21_Sanbonmatsu_2.pdb,9.2193127,6.6988835,0.56,0.59,2.877093315124512,7.795743942260742,2.7707443237304688,2.424586057662964,2.2001290321350098,14.599356651306152,41,Sanbonmatsu,21,0.4399999999999999,0.41
PZ21_Sanbonmatsu_3.pdb,9.31423,5.6148129,0.59,0.57,1.989906311035156,8.02025318145752,1.7669525146484375,3.459947109222412,1.2707319259643557,14.085103034973145,41,Sanbonmatsu,21,0.41,0.43
PZ21_Sanbonmatsu_4.pdb,9.3377628,5.5940204,0.59,0.57,1.9815698862075808,8.12144947052002,1.728726148605347,3.448903799057007,1.2720052003860474,14.085100173950195,41,Sanbonmatsu,21,0.41,0.43
PZ21_SimRNA_1.pdb,8.0997276,5.0128989,0.61,0.64,4.899754524230957,5.138840675354004,3.788391351699829,4.688365936279297,6.168948650360107,12.022490501403809,41,SimRNA,21,0.39,0.36
PZ21_SimRNA_2.pdb,6.9087934,3.9617014,0.64,0.64,3.0664541721343994,4.574019432067871,3.126727342605591,3.4056711196899414,3.2385449409484863,11.639307975769045,41,SimRNA,21,0.36,0.36
PZ21_SimRNA_3.pdb,7.6095161,5.7509861,0.6,0.6,3.42897629737854,6.03432559967041,3.3378703594207764,3.516073226928711,3.705732107162476,13.251364707946776,41,SimRNA,21,0.4,0.4
PZ21_SimRNA_4.pdb,7.1474466,2.9644048,0.71,0.67,3.5699551105499268,5.151727676391602,3.515946626663208,4.430245399475098,3.3283934593200684,10.7697114944458,41,SimRNA,21,0.29,0.3299999999999999
PZ21_SimRNA_5.pdb,7.6095166,5.7509885,0.6,0.6,3.42897629737854,6.034324645996094,3.3378703594207764,3.516073226928711,3.705732107162476,13.251364707946776,41,SimRNA,21,0.4,0.4
PZ22_Bujnicki_1.pdb,7.3129473,3.6973469,0.7,0.73,9.96230125427246,12.15338897705078,9.206268310546877,4.8712077140808105,3.106894254684448,21.36526870727539,82,Bujnicki,22,0.3,0.27
PZ22_Bujnicki_2.pdb,8.2363176,5.2603097,0.72,0.73,5.074896812438965,9.009005546569824,7.761453151702881,2.746350049972534,5.100763320922852,18.02417755126953,82,Bujnicki,22,0.28,0.27
PZ22_Bujnicki_3.pdb,7.7929859,8.7396994,0.66,0.71,4.7220778465271,6.64340877532959,7.124989032745361,2.961999654769897,2.849403142929077,27.208627700805664,82,Bujnicki,22,0.3399999999999999,0.29
PZ22_Bujnicki_4.pdb,8.2146759,6.4553032,0.66,0.71,4.537765502929688,4.667801856994629,4.664430141448975,5.039320468902588,3.191887140274048,27.834022521972656,82,Bujnicki,22,0.3399999999999999,0.29
PZ22_Bujnicki_5.pdb,7.6296101,8.6977358,0.65,0.7,3.859823942184448,5.444828987121582,5.803235530853272,3.0886383056640625,3.080051183700561,24.369672775268555,82,Bujnicki,22,0.35,0.3
PZ22_Dokholyan_1.pdb,8.4487705,4.9234047,0.62,0.61,2.844243288040161,13.1259126663208,5.827666759490967,3.6535236835479736,2.718031406402588,28.94064712524414,82,Dokholyan,22,0.38,0.39
PZ22_Dokholyan_2.pdb,8.6862335,7.5067768,0.57,0.6,2.340944766998291,15.01497745513916,4.464798450469971,5.714254379272461,2.4812207221984863,30.13847541809082,82,Dokholyan,22,0.43,0.4
PZ22_Dokholyan_3.pdb,9.0849152,6.710011,0.59,0.6,2.584677219390869,14.93511962890625,3.988220453262329,3.1508708000183105,2.9115869998931885,25.10780906677246,82,Dokholyan,22,0.41,0.4
PZ22_Dokholyan_4.pdb,8.5252934,4.2584977,0.59,0.64,2.923913717269897,11.958296775817873,4.89120626449585,5.792557716369629,2.9744889736175537,25.54618263244629,82,Dokholyan,22,0.41,0.36
PZ22_Dokholyan_5.pdb,8.8000946,6.28229,0.6,0.61,3.6108884811401367,14.50643539428711,6.057306289672852,2.5213680267333984,2.8172080516815186,21.0567684173584,82,Dokholyan,22,0.4,0.39
PZ22_SimRNA_1.pdb,7.8340898,8.2942343,0.66,0.7,7.232923030853271,4.12869930267334,7.854695796966553,5.968954086303711,5.275661468505859,27.201160430908203,82,SimRNA,22,0.3399999999999999,0.3
PZ22_SimRNA_2.pdb,8.0151768,6.163228,0.65,0.71,4.946324348449707,5.927605628967285,5.433495044708252,4.502065658569336,4.122400283813477,27.83876037597656,82,SimRNA,22,0.35,0.29
PZ22_SimRNA_3.pdb,7.6876779,7.9762154,0.65,0.7,6.599546432495117,4.9336137771606445,7.907454967498779,7.553750991821289,5.205677032470703,24.36389923095703,82,SimRNA,22,0.35,0.3
PZ22_SimRNA_4.pdb,7.9494133,10.573513,0.65,0.69,6.307463645935059,6.632349014282227,7.115562438964844,6.869074821472168,5.816152572631836,26.126840591430664,82,SimRNA,22,0.35,0.31
PZ22_SimRNA_5.pdb,8.396595,6.9427028,0.7,0.71,7.242530822753906,5.905213356018066,6.97362232208252,6.853487968444824,6.0270280838012695,24.241117477416992,82,SimRNA,22,0.3,0.29
PZ22_Xiao_1.pdb,9.9072914,6.1584044,0.63,0.62,1.3725450038909912,10.054791450500488,1.6062898635864258,2.0598323345184326,6.21394681930542,15.995434761047363,82,Xiao,22,0.37,0.38
PZ22_Xiao_2.pdb,10.3322887,6.9786558,0.63,0.61,1.1330180168151855,11.88719654083252,1.7176425457000732,1.802490830421448,2.996590375900269,16.479177474975586,82,Xiao,22,0.37,0.39
PZ22_Xiao_3.pdb,10.242569,2.9178636,0.66,0.63,2.6621737480163574,12.249773979187012,3.4992425441741943,1.9665751457214355,2.31909728050232,24.86372375488281,82,Xiao,22,0.3399999999999999,0.37
PZ22_Xiao_4.pdb,10.2680931,5.1344848,0.65,0.63,1.8488613367080688,10.69022274017334,2.93046498298645,1.901507377624512,1.498237371444702,24.915658950805664,82,Xiao,22,0.35,0.37
PZ22_Xiao_5.pdb,9.8299217,5.0651116,0.63,0.61,2.28413462638855,9.332151412963867,4.041898727416992,2.165789604187012,3.1169769763946533,19.64366912841797,82,Xiao,22,0.37,0.39
PZ23_Bujnicki_1.pdb,10.3314552,5.7342896,0.43,0.43,2.1893389225006104,3.7236502170562735,6.744355201721191,3.409536838531494,9.889768600463867,12.179338455200195,37,Bujnicki,23,0.5700000000000001,0.5700000000000001
PZ23_Bujnicki_2.pdb,10.4977436,5.2811551,0.45,0.45,2.028992176055908,3.738285541534424,6.288116931915283,3.442110538482666,9.314753532409668,12.201794624328612,37,Bujnicki,23,0.55,0.55
PZ23_Bujnicki_3.pdb,9.5815144,4.8284378,0.44,0.47,2.228285551071167,3.846099853515625,6.6733808517456055,3.416622877120972,9.594953536987305,11.973012924194336,37,Bujnicki,23,0.56,0.53
PZ23_Chen_1.pdb,12.6605892,5.5124907,0.52,0.53,4.9879326820373535,8.228842735290527,4.70404577255249,5.0728960037231445,9.457276344299316,11.435503959655762,37,Chen,23,0.48,0.47
PZ23_Chen_2.pdb,11.9967594,6.0901661,0.55,0.55,4.899423122406006,13.89962100982666,4.686218738555908,4.273262023925781,6.444021701812744,13.010897636413574,37,Chen,23,0.4499999999999999,0.4499999999999999
PZ23_Chen_3.pdb,11.5349426,4.0359774,0.54,0.55,7.49578857421875,5.606090545654297,9.741095542907717,7.240433692932129,6.829862594604492,10.637575149536133,37,Chen,23,0.4599999999999999,0.4499999999999999
PZ23_Das_1.pdb,9.6558952,4.0317888,0.53,0.54,2.5693695545196533,3.2041893005371094,2.8414502143859863,2.613909959793091,1.931797981262207,11.470038414001465,37,Das,23,0.47,0.4599999999999999
PZ23_Das_10.pdb,11.4063644,4.2806511,0.56,0.54,2.8333187103271484,2.6055502891540527,2.5739028453826904,2.798443555831909,2.9579203128814697,12.391631126403809,37,Das,23,0.4399999999999999,0.4599999999999999
PZ23_Das_2.pdb,10.568718,3.1837907,0.59,0.57,3.255028247833252,8.166877746582031,3.233419179916382,2.58159613609314,4.153678894042969,12.83663272857666,37,Das,23,0.41,0.43
PZ23_Das_3.pdb,10.8816395,5.9284458,0.54,0.55,3.341480016708374,3.518260717391968,3.214596033096313,3.4709503650665283,3.7136034965515137,12.603697776794434,37,Das,23,0.4599999999999999,0.4499999999999999
PZ23_Das_4.pdb,9.3877792,3.3222332,0.55,0.54,2.723255157470703,2.8452308177948,1.9369239807128904,1.5348975658416748,2.3263514041900635,12.239232063293455,37,Das,23,0.4499999999999999,0.4599999999999999
PZ23_Das_5.pdb,9.8729057,3.8376741,0.56,0.51,2.435838460922241,3.732872486114502,1.7778871059417725,3.010863780975342,2.42010498046875,12.226428031921388,37,Das,23,0.4399999999999999,0.49
PZ23_Das_6.pdb,10.3178921,4.7045298,0.57,0.57,2.551562547683716,3.6718363761901855,2.7578470706939697,2.635655403137207,2.8423068523406982,9.833547592163086,37,Das,23,0.43,0.43
PZ23_Das_7.pdb,10.5984116,3.810297,0.67,0.71,2.66009259223938,3.434221029281616,2.6556508541107178,2.964419364929199,2.272672653198242,8.345016479492188,37,Das,23,0.3299999999999999,0.29
PZ23_Das_8.pdb,10.239212,4.0180297,0.55,0.55,2.7755534648895264,2.549945116043091,2.428457498550415,2.517160654067993,2.5648193359375,10.827000617980955,37,Das,23,0.4499999999999999,0.4499999999999999
PZ23_Das_9.pdb,10.1366634,4.1330256,0.57,0.52,2.7399356365203857,5.616923332214356,2.4497880935668945,3.0990149974823,2.5634615421295166,11.934430122375488,37,Das,23,0.43,0.48
PZ23_Ding_1.pdb,12.3824139,6.7906837,0.57,0.54,3.970254182815552,12.689230918884276,2.908768892288208,2.939882278442383,9.817549705505373,11.396618843078612,37,Ding,23,0.43,0.4599999999999999
PZ23_Ding_2.pdb,12.6051044,5.3007307,0.55,0.5,3.802342176437378,14.880295753479004,3.017407894134521,1.914483428001404,10.276230812072754,11.793514251708984,37,Ding,23,0.4499999999999999,0.5
PZ23_Ding_3.pdb,12.7281361,7.5331731,0.56,0.5,3.509486436843872,14.63015079498291,3.697409152984619,2.513247489929199,4.110301971435547,11.55740737915039,37,Ding,23,0.4399999999999999,0.5
PZ23_Ding_4.pdb,12.4373875,4.7548175,0.57,0.51,3.5359976291656494,12.757102012634276,3.4882607460021973,2.0185439586639404,2.8774359226226807,12.9284029006958,37,Ding,23,0.43,0.49
PZ23_Ding_5.pdb,12.3055992,4.9509263,0.56,0.52,2.800438165664673,13.315287590026855,2.5820024013519287,3.150906801223755,4.739969253540039,13.323732376098633,37,Ding,23,0.4399999999999999,0.48
PZ23_Dokholyan_1.pdb,11.3693848,3.1563387,0.52,0.57,3.155648231506348,13.508726119995115,2.7970378398895264,4.173130035400391,6.676469802856445,12.437260627746582,37,Dokholyan,23,0.48,0.43
PZ23_SimRNA_1.pdb,6.8966103,4.3657718,0.65,0.66,3.953482389450073,4.781118392944336,4.249565601348877,4.228286743164063,4.107698440551758,11.08718204498291,37,SimRNA,23,0.35,0.3399999999999999
PZ23_SimRNA_2.pdb,7.0777378,5.4040732,0.61,0.65,4.096981048583984,6.114804267883301,4.29937219619751,3.8811075687408447,4.629423141479492,11.751070976257324,37,SimRNA,23,0.39,0.35
PZ23_SimRNA_3.pdb,6.8996162,4.3661714,0.65,0.68,3.727449178695679,4.606779098510742,3.962217092514038,4.076184749603272,3.7549312114715576,11.051947593688965,37,SimRNA,23,0.35,0.3199999999999999
PZ23_SimRNA_4.pdb,6.2428207,3.588707,0.64,0.67,4.690760612487793,4.437923431396484,4.597751617431641,13.953911781311035,6.23724365234375,11.480599403381348,37,SimRNA,23,0.36,0.3299999999999999
PZ23_SimRNA_5.pdb,7.1143751,3.6061821,0.63,0.65,4.269282341003418,4.132003784179688,4.328639984130859,4.273980140686035,4.609829902648926,11.647536277770996,37,SimRNA,23,0.37,0.35
PZ23_Szachniuk_1.pdb,11.8926697,5.045114,0.56,0.57,3.0511419773101807,11.913844108581545,3.161159038543701,2.101414203643799,3.2788093090057373,13.064971923828123,37,Szachniuk,23,0.4399999999999999,0.43
PZ23_Szachniuk_2.pdb,11.7190247,4.8881812,0.54,0.53,3.682965755462648,11.674519538879396,4.063284873962402,10.170269966125488,6.061629295349121,13.19699001312256,37,Szachniuk,23,0.4599999999999999,0.47
PZ23_Szachniuk_3.pdb,12.6785145,6.0683098,0.54,0.49,4.102344512939453,12.9475679397583,3.926294088363648,7.760982513427734,3.549322843551636,14.25609302520752,37,Szachniuk,23,0.4599999999999999,0.51
PZ23_Xiao_1.pdb,8.6932182,2.9561746,0.73,0.6,1.422239899635315,11.132155418395996,1.4384732246398926,1.7172363996505735,2.7574105262756348,10.72373104095459,37,Xiao,23,0.27,0.4
PZ23_Xiao_2.pdb,8.7015095,2.8707042,0.72,0.66,1.7160815000534058,14.479140281677246,1.6048736572265625,2.347818374633789,3.1639466285705566,10.867513656616213,37,Xiao,23,0.28,0.3399999999999999
PZ23_Xiao_3.pdb,9.2751102,2.7967224,0.71,0.65,1.6278997659683228,15.107736587524414,2.137179374694824,2.273613691329956,2.9657490253448486,10.855777740478516,37,Xiao,23,0.29,0.35
PZ23_Xiao_4.pdb,8.7953892,3.4225345,0.71,0.57,1.1542643308639526,10.104126930236816,1.3519089221954346,1.8097450733184808,2.36964750289917,18.139556884765625,37,Xiao,23,0.29,0.43
PZ23_Xiao_5.pdb,9.2537041,2.7685692,0.7,0.6,1.3090909719467163,12.680685997009276,1.5416134595870972,2.792938470840454,3.20785927772522,17.231412887573242,37,Xiao,23,0.3,0.4
PZ25_Adamiak_1.pdb,8.3423557,2.6172733,0.77,0.81,2.2827343940734863,3.5759871006011963,2.255799055099488,2.169693946838379,1.641304850578308,2.6806061267852783,69,Adamiak,25,0.2299999999999999,0.1899999999999999
PZ25_Adamiak_2.pdb,8.4194794,3.1103816,0.76,0.78,2.4773387908935547,3.705513238906861,2.5559680461883545,2.534248352050781,2.08127498626709,3.1703596115112305,69,Adamiak,25,0.24,0.2199999999999999
